real_time_s,peak_time_s,peak_time_m,peak_time_h,avg_baseline,bl_slope,pk_fwhm,transit_t,valve_state,pk_order,segment_num,pk_ht1_hz,pk_ht2_hz,pk_ht3_hz,node_dev_1,node_dev_2,node_dev_mean,avg_pk_ht_hz,mass_pg,total_volume_au,total_volume_fl,total_density_gcm3
3804689919,103.1337171,1.718895284,0.028648255,29.83680236,0.000711076,276,431,0,33,0,72.31656378,78.31056257,71.99892169,0.444500961,0.595106132,0.519803546,72.15774274,57.99641146,84.87742737,1124.550828,0.051572957
3804689997,181.4579802,3.024299669,0.050404994,-9.063094103,-0.000301934,238,376,0,36,0,71.74660185,79.63061466,72.02829805,0.584503084,0.485686482,0.535094783,71.88744995,57.77916503,86.61771153,1185.299304,0.048746477
3804690008,191.9908361,3.199847269,0.053330788,-9.563468562,-0.000112335,229,369,0,38,0,71.94527414,78.53174937,72.30035028,0.176586574,0.374879765,0.275733169,72.12281221,57.96833622,84.83583106,1160.915588,0.049933291
3804690013,196.9919059,3.283198432,0.054719974,-13.68139459,-5.47E-05,241,381,0,39,0,72.01960963,76.28486501,71.73373429,0.292463094,0.530016416,0.411239755,71.87667196,57.77050228,92.47035788,1225.150441,0.047153803
3804690018,202.1320944,3.36886824,0.056147804,-9.611230015,-0.000124764,232,370,0,40,0,71.8644127,78.62356314,72.02857069,0.500348044,0.520636698,0.510492371,71.9464917,57.82661953,89.75155839,1228.18368,0.047083039
3804690023,207.4670255,3.457783759,0.057629729,-14.55386079,1.41E-05,244,388,0,42,0,71.86149676,77.61161709,71.73467169,0.475312245,0.436009238,0.455660741,71.79808422,57.70733779,102.1095025,1352.86058,0.042655791
3804690028,212.6529849,3.544216414,0.059070274,-9.59833771,-0.000158361,235,371,0,43,0,71.88906798,79.09219534,71.87817317,0.387317436,0.526775967,0.457046701,71.88362057,57.77608719,93.6896891,1282.074085,0.045064546
3804690034,218.1511683,3.635852806,0.060597547,-15.03655818,0.000101761,243,386,0,45,0,71.9904221,77.53344394,71.87501931,0.42845729,0.473378284,0.450917787,71.9327207,57.81555116,79.32677888,1051.009646,0.055009534
3804690039,223.1277087,3.718795145,0.061979919,-9.453414952,-0.000162334,230,371,0,46,0,71.74837032,78.36217232,72.06388741,0.44380292,0.302105944,0.372954432,71.90612887,57.79417811,86.71957405,1186.693217,0.048701869
3804690044,228.6015687,3.810026145,0.063500436,-15.42414134,7.48E-05,243,389,0,47,0,71.85419759,76.92688712,71.88915026,0.50945602,0.365139143,0.437297581,71.87167392,57.76648513,89.97770634,1192.125013,0.048456734
3804690049,233.5010955,3.891684926,0.064861415,-9.349829395,-0.00015663,229,370,0,48,0,71.91617596,78.44334154,71.8734347,0.430612607,0.462312408,0.446462507,71.89480533,57.78507688,91.90048102,1257.590097,0.045949055
3804690055,238.9843848,3.98307308,0.066384551,-15.85860968,5.38E-05,245,389,0,49,0,71.79622563,76.86341453,71.61155207,0.371747204,0.637588409,0.504667807,71.70388885,57.63162875,91.38691203,1210.795742,0.047598143
3804690060,243.9480774,4.065801291,0.067763355,-9.255835072,-0.000135684,227,365,0,51,0,71.72230008,78.54412263,71.93099088,0.364836555,0.367662159,0.366249357,71.82664548,57.73029375,78.92626022,1080.047483,0.053451626
3804690065,249.4147897,4.156913161,0.069281886,-16.21914848,0.000108435,244,387,0,52,0,71.83572637,78.8294909,71.76487252,0.407949016,0.549651671,0.478800344,71.80029945,57.70911827,87.32433532,1156.970194,0.04987952
3804690076,260.0492523,4.334154205,0.072235903,-16.59465042,9.62E-05,247,392,0,54,0,71.82684298,76.9053056,71.72706593,0.357044794,0.428161289,0.392603041,71.77695446,57.69035485,90.48313915,1198.821551,0.048122554
3804690080,264.7953508,4.413255847,0.073554264,-9.186027068,-0.000132384,231,371,0,56,0,71.82767468,78.3428723,71.65301814,0.442193015,0.450327092,0.446260053,71.74034641,57.66093132,83.3862834,1141.079601,0.05053191
3804690086,270.4128134,4.506880224,0.07511467,-16.91150275,0.000182748,245,391,0,58,0,71.71740764,77.13213147,71.59140012,0.50942204,0.493370756,0.501396398,71.65440388,57.59185546,91.12326728,1207.302682,0.047702914
3804690091,275.4026918,4.590044864,0.076500748,-9.009415688,-0.000122476,232,368,0,59,0,71.66812784,78.41523104,71.82699678,0.445846154,0.415902964,0.430874559,71.74756231,57.66673107,85.88148326,1175.224565,0.049068691
3804690097,280.954565,4.682576084,0.078042935,-17.24674956,0.000289605,247,391,0,61,0,71.74984908,77.81803428,71.62672103,0.399067183,0.414191433,0.406629308,71.68828506,57.61908728,90.3212156,1196.676207,0.048149271
3804690102,286.3088124,4.77181354,0.079530226,-9.02289084,-5.77E-05,235,377,0,63,0,71.65089243,79.1538676,71.73242356,0.364831109,0.458916732,0.41187392,71.69165799,57.62179826,85.18358124,1165.674292,0.04943216
3804690108,291.9542639,4.865904399,0.081098407,-17.58910432,0.000200259,248,394,0,64,0,71.91346478,76.90271987,71.62652468,0.512882721,0.489398822,0.501140772,71.76999473,57.684761,91.03481141,1206.13072,0.047826293
3804690113,296.9361947,4.948936578,0.082482276,-8.952664034,-0.000134008,229,368,0,65,0,71.72580834,78.80470874,71.89262802,0.427230035,0.329044023,0.378137029,71.80921818,57.71628665,87.45224335,1196.719255,0.048228761
3804690123,307.4032621,5.123387702,0.085389795,-8.868616556,-0.000196947,232,369,0,68,0,71.71699515,78.43560392,71.76723805,0.519906019,0.4288439,0.474374959,71.7421166,57.6623541,85.68246319,1172.501122,0.049178933
3804690128,312.6584988,5.210974979,0.086849583,-18.00004524,-0.000134016,243,388,0,69,0,71.62953588,77.19757598,71.89482612,0.406081925,0.547432901,0.476757413,71.762181,57.67848076,85.27929006,1129.875154,0.051048543
3804690133,317.2280943,5.287134906,0.088118915,-8.941701036,-0.000146452,238,380,0,71,0,71.44373118,79.28298461,71.4472794,0.367841453,0.535783294,0.451812374,71.44550529,57.4239543,94.95064535,1299.329339,0.044195072
3804690138,322.644114,5.3774019,0.089623365,-18.11976383,6.28E-05,248,392,0,73,0,71.89221689,76.20044916,71.67556329,0.250057562,0.136281964,0.193169763,71.78389009,57.69592933,92.19637219,1221.520373,0.047232883
3804690143,327.1667297,5.452778828,0.090879647,-8.794665409,-0.000114336,230,369,0,75,0,71.3342836,78.21976386,71.51415268,0.395223069,0.329990526,0.362606798,71.42421814,57.40684487,87.51948858,1197.639456,0.047933328
3804690148,332.6828823,5.544714705,0.092411912,-18.45830433,-5.65E-05,244,387,0,77,0,71.30311101,76.68018476,71.28438797,0.316202063,0.490389475,0.403295769,71.29374949,57.30198136,88.98319695,1178.948643,0.048604307
